asset_id,category,event,source_path,runtime_path,source_bytes,runtime_bytes,source_sha256,runtime_sha256,ownership_status,commercial_use,attribution_required,license_name,license_url,source_url,creator,rights_basis
audio_sfx_impact_metal_hit_02,SFX,PLAYER_HIT,data_source/audio_source/public_cc0/wood_metal/metal_hit_02.ogg,res://assets/audio/sfx/public/impact/metal_hit_02.ogg,17378,17378,9074c0828727bd00834cabcaaf5b8cbff2cfad7b45676b95d86c0919e444f8b1,9074c0828727bd00834cabcaaf5b8cbff2cfad7b45676b95d86c0919e444f8b1,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_impact_metal_hit_03,SFX,,data_source/audio_source/public_cc0/wood_metal/metal_hit_03.ogg,res://assets/audio/sfx/public/impact/metal_hit_03.ogg,17431,17431,9daf6e7e1fc1871acfb063cb25ce050faab559ee6c42fed84bf18a4067f26a4d,9daf6e7e1fc1871acfb063cb25ce050faab559ee6c42fed84bf18a4067f26a4d,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_impact_metal_hit_04,SFX,PLAYER_HIT,data_source/audio_source/public_cc0/wood_metal/metal_hit_04.ogg,res://assets/audio/sfx/public/impact/metal_hit_04.ogg,15532,15532,dfc5ebc2cafcf2670f3937882c5040abe5c8855885c886023592d9a0779dde48,dfc5ebc2cafcf2670f3937882c5040abe5c8855885c886023592d9a0779dde48,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_impact_metal_hit_05,SFX,,data_source/audio_source/public_cc0/wood_metal/metal_hit_05.ogg,res://assets/audio/sfx/public/impact/metal_hit_05.ogg,13937,13937,04e4d0926afd4bcd7d451884e0a74cea7c9661f56e211aeb8a4ee07bbccf4715,04e4d0926afd4bcd7d451884e0a74cea7c9661f56e211aeb8a4ee07bbccf4715,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_impact_metal_sheet_04,SFX,BOSS_HIT,data_source/audio_source/public_cc0/wood_metal/metal_sheet_04.ogg,res://assets/audio/sfx/public/impact/metal_sheet_04.ogg,18350,18350,4c3a2db2940ce846d745fea57407dd8644e60dc15ecc203dee2d02713ebb2fd4,4c3a2db2940ce846d745fea57407dd8644e60dc15ecc203dee2d02713ebb2fd4,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_impact_metal_sheet_06,SFX,BOSS_HIT,data_source/audio_source/public_cc0/wood_metal/metal_sheet_06.ogg,res://assets/audio/sfx/public/impact/metal_sheet_06.ogg,26995,26995,d420000a04be527a1cbd6ddf9f9d4a77e7929c8941364b2dc575c1254204a8c2,d420000a04be527a1cbd6ddf9f9d4a77e7929c8941364b2dc575c1254204a8c2,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_impact_metal_slam_01,SFX,BOSS_HIT,data_source/audio_source/public_cc0/wood_metal/metal_slam_01.ogg,res://assets/audio/sfx/public/impact/metal_slam_01.ogg,24256,24256,a335ccf202578bd740f930f0648a4dcbbbce3ebb2519335be023532578f56176,a335ccf202578bd740f930f0648a4dcbbbce3ebb2519335be023532578f56176,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_impact_wood_hit_02,SFX,ENEMY_HIT,data_source/audio_source/public_cc0/wood_metal/wood_hit_02.ogg,res://assets/audio/sfx/public/impact/wood_hit_02.ogg,16082,16082,533144d0633e756d91a7ee6d3a1f00bed81ad85d221232c5e4812e4fd7b14177,533144d0633e756d91a7ee6d3a1f00bed81ad85d221232c5e4812e4fd7b14177,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_impact_wood_hit_04,SFX,,data_source/audio_source/public_cc0/wood_metal/wood_hit_04.ogg,res://assets/audio/sfx/public/impact/wood_hit_04.ogg,16065,16065,c7723f3c577cc6f46b091233fcb735016c6e15d462b371393baa4d265aef52b6,c7723f3c577cc6f46b091233fcb735016c6e15d462b371393baa4d265aef52b6,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_impact_wood_hit_06,SFX,ENEMY_HIT,data_source/audio_source/public_cc0/wood_metal/wood_hit_06.ogg,res://assets/audio/sfx/public/impact/wood_hit_06.ogg,13185,13185,6224beb74c930ac6b88358ced7c024b23a50d71acfe565e83cc29ffbe383676e,6224beb74c930ac6b88358ced7c024b23a50d71acfe565e83cc29ffbe383676e,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_impact_wood_hit_08,SFX,,data_source/audio_source/public_cc0/wood_metal/wood_hit_08.ogg,res://assets/audio/sfx/public/impact/wood_hit_08.ogg,17512,17512,b91720c949e065eabf8980beefe95bc1ede281224d834838c32a6753f2ad93a1,b91720c949e065eabf8980beefe95bc1ede281224d834838c32a6753f2ad93a1,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_misc_dull_explosion,SFX,BOSS_SKILL,data_source/audio_source/public_cc0/various_impacts/dull_explosion.wav,res://assets/audio/sfx/public/misc/dull_explosion.wav,1351866,614444,f79f07a733eb27822fb4567318e38b150a482d340bdabad7a30c099815109588,b18821c80a9555ec8dc225ea427bd7daa1da0b2c5eb44ad4a234a758df933246,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/various-sound-effects-0,Julie Damsgaard / Spring Spring / Spring Enterprises,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_misc_player_hit,SFX,PLAYER_HIT,data_source/audio_source/public_cc0/various_impacts/player_hit.wav,res://assets/audio/sfx/public/misc/player_hit.wav,252090,125996,375a901345e41ce6fd910e82b361b5981eefebf94606ad1a1babc2be9b73cea9,0474de0f1fb9911d2f1ae14a9275ddaac3dd37241cef03e859015c5142beea0c,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/various-sound-effects-0,Julie Damsgaard / Spring Spring / Spring Enterprises,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_misc_snd_bullethit,SFX,ENEMY_HIT,data_source/audio_source/public_cc0/various_impacts/snd_bullethit.wav,res://assets/audio/sfx/public/misc/snd_bullethit.wav,64514,32220,ce3d012095aca95ef028a613996ac6f9f890f9bcc5ff43af03d8c5f28e736a05,d7bf2033e1039a1bf45e0d4e6e8e2b606625f99399e2c6675fb795b7f5c4da70,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/various-sound-effects-0,Julie Damsgaard / Spring Spring / Spring Enterprises,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
