id,name_key,description_key,gender,age_category,attire_policy,role,preferred_position,attack_type,defense_type,weapon_class,initial_rarity,level,breakthrough,normal_skill_id,passive_skill_id,ultimate_skill_id,asset_id,portrait_asset_id,icon_asset_id,attack_interval,attack_range,move_speed,threat_modifier,stats_l1,stats_l100,tags,acquisition_source
CHR030,CHAR_CIEL_NAME,CHAR_CIEL_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,ARTILLERY,BACK,ANOMALY,WARD,HEAVY,2,1,0,SK_CHR030_NORMAL,SK_CHR030_PASSIVE,SK_CHR030_ULTIMATE,sd_chr030_dev,portrait_chr030_dev,icon_chr030_dev,2.4,7.0,2.8,1.0,"{""HP"":695,""ATK"":162,""DEF"":37,""ACC"":118,""EVA"":476,""CRIT"":94,""CRIT_RES"":50,""HEAL_POWER"":86,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":5880,""ATK"":1224,""DEF"":258,""ACC"":308,""EVA"":566,""CRIT"":274,""CRIT_RES"":180,""HEAL_POWER"":682,""HASTE"":12,""DAMAGE_REDUCTION"":2,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|ARTILLERY,RESERVED
CHR031,CHAR_ROME_NAME,CHAR_ROME_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,GUARDIAN,FRONT,ENERGY,ARMOR,HEAVY,3,1,0,SK_CHR031_NORMAL,SK_CHR031_PASSIVE,SK_CHR031_ULTIMATE,sd_chr031_dev,portrait_chr031_dev,icon_chr031_dev,2.445,1.8,3.0,1.8,"{""HP"":1258,""ATK"":109,""DEF"":87,""ACC"":105,""EVA"":474,""CRIT"":101,""CRIT_RES"":50,""HEAL_POWER"":91,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":10384,""ATK"":853,""DEF"":558,""ACC"":295,""EVA"":564,""CRIT"":281,""CRIT_RES"":180,""HEAL_POWER"":717,""HASTE"":12,""DAMAGE_REDUCTION"":6,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|GUARDIAN,RESERVED
CHR032,CHAR_KIAN_NAME,CHAR_KIAN_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,ASSAULT,MIDDLE,PHYSICAL,BARRIER,RIFLE,2,1,0,SK_CHR032_NORMAL,SK_CHR032_PASSIVE,SK_CHR032_ULTIMATE,sd_chr032_dev,portrait_chr032_dev,icon_chr032_dev,2.49,5.2,3.2,1.0,"{""HP"":791,""ATK"":156,""DEF"":45,""ACC"":129,""EVA"":539,""CRIT"":76,""CRIT_RES"":50,""HEAL_POWER"":86,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":6648,""ATK"":1182,""DEF"":306,""ACC"":319,""EVA"":629,""CRIT"":256,""CRIT_RES"":180,""HEAL_POWER"":682,""HASTE"":12,""DAMAGE_REDUCTION"":2,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|ASSAULT,RESERVED
CHR033,CHAR_DAEL_NAME,CHAR_DAEL_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,SPECIALIST,MIDDLE,ANOMALY,WARD,FOCUS,3,1,0,SK_CHR033_NORMAL,SK_CHR033_PASSIVE,SK_CHR033_ULTIMATE,sd_chr033_dev,portrait_chr033_dev,icon_chr033_dev,2.535,5.2,2.8,1.0,"{""HP"":799,""ATK"":125,""DEF"":50,""ACC"":126,""EVA"":511,""CRIT"":83,""CRIT_RES"":50,""HEAL_POWER"":99,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":6712,""ATK"":965,""DEF"":336,""ACC"":316,""EVA"":601,""CRIT"":263,""CRIT_RES"":180,""HEAL_POWER"":773,""HASTE"":12,""DAMAGE_REDUCTION"":2,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|SPECIALIST,RESERVED
CHR034,CHAR_ORBIN_NAME,CHAR_ORBIN_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,GUARDIAN,FRONT,ENERGY,ARMOR,HEAVY,2,1,0,SK_CHR034_NORMAL,SK_CHR034_PASSIVE,SK_CHR034_ULTIMATE,sd_chr034_dev,portrait_chr034_dev,icon_chr034_dev,2.58,1.8,3.0,1.8,"{""HP"":1312,""ATK"":118,""DEF"":90,""ACC"":108,""EVA"":480,""CRIT"":90,""CRIT_RES"":50,""HEAL_POWER"":100,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":10816,""ATK"":916,""DEF"":576,""ACC"":298,""EVA"":570,""CRIT"":270,""CRIT_RES"":180,""HEAL_POWER"":780,""HASTE"":12,""DAMAGE_REDUCTION"":6,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|GUARDIAN,RESERVED
CHR035,CHAR_HERAON_NAME,CHAR_HERAON_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,ARTILLERY,BACK,ANOMALY,WARD,HEAVY,3,1,0,SK_CHR035_NORMAL,SK_CHR035_PASSIVE,SK_CHR035_ULTIMATE,sd_chr035_dev,portrait_chr035_dev,icon_chr035_dev,2.625,7.0,3.2,1.0,"{""HP"":785,""ATK"":177,""DEF"":42,""ACC"":123,""EVA"":486,""CRIT"":97,""CRIT_RES"":50,""HEAL_POWER"":101,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":6600,""ATK"":1329,""DEF"":288,""ACC"":313,""EVA"":576,""CRIT"":277,""CRIT_RES"":180,""HEAL_POWER"":787,""HASTE"":12,""DAMAGE_REDUCTION"":2,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|ARTILLERY,RESERVED
CHR036,CHAR_MIRE_NAME,CHAR_MIRE_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,MEDIC,BACK,ENERGY,BARRIER,SUPPORT_DEVICE,2,1,0,SK_CHR036_NORMAL,SK_CHR036_PASSIVE,SK_CHR036_ULTIMATE,sd_chr036_dev,portrait_chr036_dev,icon_chr036_dev,2.67,7.0,2.8,1.0,"{""HP"":815,""ATK"":84,""DEF"":52,""ACC"":116,""EVA"":490,""CRIT"":104,""CRIT_RES"":50,""HEAL_POWER"":146,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":6840,""ATK"":678,""DEF"":348,""ACC"":306,""EVA"":580,""CRIT"":284,""CRIT_RES"":180,""HEAL_POWER"":1102,""HASTE"":12,""DAMAGE_REDUCTION"":2,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|MEDIC,RESERVED
CHR037,CHAR_RAEN_NAME,CHAR_RAEN_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,VANGUARD,FRONT,PHYSICAL,ARMOR,BLADE,3,1,0,SK_CHR037_NORMAL,SK_CHR037_PASSIVE,SK_CHR037_ULTIMATE,sd_chr037_dev,portrait_chr037_dev,icon_chr037_dev,2.715,1.8,3.0,1.25,"{""HP"":988,""ATK"":135,""DEF"":63,""ACC"":114,""EVA"":502,""CRIT"":79,""CRIT_RES"":50,""HEAL_POWER"":75,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":8224,""ATK"":1035,""DEF"":414,""ACC"":304,""EVA"":592,""CRIT"":259,""CRIT_RES"":180,""HEAL_POWER"":605,""HASTE"":12,""DAMAGE_REDUCTION"":2,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|VANGUARD,RESERVED
CHR038,CHAR_ZERN_NAME,CHAR_ZERN_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,ASSAULT,MIDDLE,PHYSICAL,BARRIER,RIFLE,2,1,0,SK_CHR038_NORMAL,SK_CHR038_PASSIVE,SK_CHR038_ULTIMATE,sd_chr038_dev,portrait_chr038_dev,icon_chr038_dev,2.76,5.2,3.2,1.0,"{""HP"":791,""ATK"":156,""DEF"":45,""ACC"":129,""EVA"":539,""CRIT"":86,""CRIT_RES"":50,""HEAL_POWER"":86,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":6648,""ATK"":1182,""DEF"":306,""ACC"":319,""EVA"":629,""CRIT"":266,""CRIT_RES"":180,""HEAL_POWER"":682,""HASTE"":12,""DAMAGE_REDUCTION"":2,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|ASSAULT,RESERVED
CHR039,CHAR_SOA_NAME,CHAR_SOA_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,SPECIALIST,MIDDLE,ANOMALY,WARD,FOCUS,3,1,0,SK_CHR039_NORMAL,SK_CHR039_PASSIVE,SK_CHR039_ULTIMATE,sd_chr039_dev,portrait_chr039_dev,icon_chr039_dev,2.805,5.2,2.8,1.0,"{""HP"":799,""ATK"":125,""DEF"":50,""ACC"":126,""EVA"":511,""CRIT"":93,""CRIT_RES"":50,""HEAL_POWER"":99,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":6712,""ATK"":965,""DEF"":336,""ACC"":316,""EVA"":601,""CRIT"":273,""CRIT_RES"":180,""HEAL_POWER"":773,""HASTE"":12,""DAMAGE_REDUCTION"":2,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|SPECIALIST,RESERVED
CHR040,CHAR_BAEL_NAME,CHAR_BAEL_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,MEDIC,BACK,ENERGY,BARRIER,SUPPORT_DEVICE,2,1,0,SK_CHR040_NORMAL,SK_CHR040_PASSIVE,SK_CHR040_ULTIMATE,sd_chr040_dev,portrait_chr040_dev,icon_chr040_dev,2.85,7.0,3.0,1.0,"{""HP"":887,""ATK"":96,""DEF"":56,""ACC"":120,""EVA"":498,""CRIT"":100,""CRIT_RES"":50,""HEAL_POWER"":158,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":7416,""ATK"":762,""DEF"":372,""ACC"":310,""EVA"":588,""CRIT"":280,""CRIT_RES"":180,""HEAL_POWER"":1186,""HASTE"":12,""DAMAGE_REDUCTION"":2,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|MEDIC,RESERVED
CHR041,CHAR_TERAN_NAME,CHAR_TERAN_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,VANGUARD,FRONT,PHYSICAL,ARMOR,BLADE,3,1,0,SK_CHR041_NORMAL,SK_CHR041_PASSIVE,SK_CHR041_ULTIMATE,sd_chr041_dev,portrait_chr041_dev,icon_chr041_dev,2.895,1.8,3.2,1.25,"{""HP"":1060,""ATK"":147,""DEF"":67,""ACC"":118,""EVA"":510,""CRIT"":107,""CRIT_RES"":50,""HEAL_POWER"":87,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":8800,""ATK"":1119,""DEF"":438,""ACC"":308,""EVA"":600,""CRIT"":287,""CRIT_RES"":180,""HEAL_POWER"":689,""HASTE"":12,""DAMAGE_REDUCTION"":2,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|VANGUARD,RESERVED
CHR042,CHAR_YUNAK_NAME,CHAR_YUNAK_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,ARTILLERY,BACK,ANOMALY,WARD,HEAVY,2,1,0,SK_CHR042_NORMAL,SK_CHR042_PASSIVE,SK_CHR042_ULTIMATE,sd_chr042_dev,portrait_chr042_dev,icon_chr042_dev,2.94,7.0,2.8,1.0,"{""HP"":695,""ATK"":162,""DEF"":37,""ACC"":118,""EVA"":476,""CRIT"":82,""CRIT_RES"":50,""HEAL_POWER"":86,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":5880,""ATK"":1224,""DEF"":258,""ACC"":308,""EVA"":566,""CRIT"":262,""CRIT_RES"":180,""HEAL_POWER"":682,""HASTE"":12,""DAMAGE_REDUCTION"":2,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|ARTILLERY,RESERVED
CHR043,CHAR_ARINT_NAME,CHAR_ARINT_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,GUARDIAN,FRONT,ENERGY,ARMOR,HEAVY,3,1,0,SK_CHR043_NORMAL,SK_CHR043_PASSIVE,SK_CHR043_ULTIMATE,sd_chr043_dev,portrait_chr043_dev,icon_chr043_dev,2.985,1.8,3.0,1.8,"{""HP"":1258,""ATK"":109,""DEF"":87,""ACC"":105,""EVA"":474,""CRIT"":89,""CRIT_RES"":50,""HEAL_POWER"":91,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":10384,""ATK"":853,""DEF"":558,""ACC"":295,""EVA"":564,""CRIT"":269,""CRIT_RES"":180,""HEAL_POWER"":717,""HASTE"":12,""DAMAGE_REDUCTION"":6,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|GUARDIAN,RESERVED
CHR044,CHAR_VELK_NAME,CHAR_VELK_DESC,FEMALE,ADULT,MAXIMUM_NON_EXPLICIT,ASSAULT,MIDDLE,PHYSICAL,BARRIER,RIFLE,2,1,0,SK_CHR044_NORMAL,SK_CHR044_PASSIVE,SK_CHR044_ULTIMATE,sd_chr044_dev,portrait_chr044_dev,icon_chr044_dev,3.03,5.2,3.2,1.0,"{""HP"":791,""ATK"":156,""DEF"":45,""ACC"":129,""EVA"":539,""CRIT"":96,""CRIT_RES"":50,""HEAL_POWER"":86,""HASTE"":0,""DAMAGE_REDUCTION"":0,""STATUS_RESIST"":0}","{""HP"":6648,""ATK"":1182,""DEF"":306,""ACC"":319,""EVA"":629,""CRIT"":276,""CRIT_RES"":180,""HEAL_POWER"":682,""HASTE"":12,""DAMAGE_REDUCTION"":2,""STATUS_RESIST"":15}",DEV_NAME|LANTERNLINE|ASSAULT,RESERVED
